,Unnamed: 0,index,archive_index_number,timestamp,non_event_flag,over_freq_flag,over_freq_index,under_freq_flag,under_freq_index,ambig_flag,severity_desc,file_name,ABC_values,Event Check
0,0,0,0,2019-08-01 13:42:41.113000,False,False,,True,1.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-01-13-45_1.csv,"[nan, nan, nan]",
1,1,53,53,2019-08-01 16:04:01.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-01-16-06_54.csv,"[nan, nan, nan]",False
2,2,231,231,2019-08-01 23:58:41.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-00-01_232.csv,"[nan, nan, nan]",
3,3,242,242,2019-08-02 00:28:01.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-00-30_243.csv,"[nan, nan, nan]",
4,4,251,251,2019-08-02 00:52:01.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-00-54_252.csv,"[nan, nan, nan]",
5,5,252,252,2019-08-02 00:54:41.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-00-57_253.csv,"[nan, nan, nan]",
6,6,265,265,2019-08-02 01:29:21.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-01-32_266.csv,"[nan, nan, nan]",
7,7,283,283,2019-08-02 02:17:21.111000,False,False,,True,9870.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-02-20_284.csv,"[nan, nan, nan]",
8,8,297,297,2019-08-02 02:54:41.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-02-57_298.csv,"[nan, nan, nan]",
9,9,301,301,2019-08-02 03:05:21.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-03-08_302.csv,"[nan, nan, nan]",
10,10,327,327,2019-08-02 04:14:41.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-04-17_328.csv,"[nan, nan, nan]",
11,11,350,350,2019-08-02 05:16:01.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-05-18_351.csv,"[nan, nan, nan]",
12,12,359,359,2019-08-02 05:40:01.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-05-42_360.csv,"[nan, nan, nan]",
13,13,368,368,2019-08-02 06:04:01.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-06-06_369.csv,"[nan, nan, nan]",
14,14,388,388,2019-08-02 06:57:21.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-07-00_389.csv,"[nan, nan, nan]",
15,15,389,389,2019-08-02 07:00:01.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-07-02_390.csv,"[nan, nan, nan]",
16,16,404,404,2019-08-02 07:40:01.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-07-42_405.csv,"[nan, nan, nan]",
17,17,408,408,2019-08-02 07:50:41.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-07-53_409.csv,"[nan, nan, nan]",
18,18,411,411,2019-08-02 07:58:41.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-08-01_412.csv,"[nan, nan, nan]",
19,19,415,415,2019-08-02 08:09:21.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-08-12_416.csv,"[nan, nan, nan]",
20,20,427,427,2019-08-02 08:41:21.111000,False,False,,True,8471.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-08-44_428.csv,"[nan, nan, nan]",
21,21,429,429,2019-08-02 08:46:41.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-08-49_430.csv,"[nan, nan, nan]",
22,22,430,430,2019-08-02 08:49:21.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-08-52_431.csv,"[nan, nan, nan]",
23,23,445,445,2019-08-02 09:29:21.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-09-32_446.csv,"[nan, nan, nan]",
24,24,456,456,2019-08-02 09:58:41.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-10-01_457.csv,"[nan, nan, nan]",
25,25,479,479,2019-08-02 11:00:01.111000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-11-02_480.csv,"[nan, nan, nan]",
26,26,570,570,2019-08-02 15:05:20.074000,False,True,2716.0,True,1.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-15-08_1.csv,"[nan, nan, nan]",
27,27,580,580,2019-08-02 15:32:00.073000,False,True,6804.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-15-34_11.csv,"[nan, nan, nan]",
28,28,588,588,2019-08-02 15:53:20.073000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-15-56_19.csv,"[nan, nan, nan]",
29,29,685,685,2019-08-02 20:12:00.249000,False,True,1387.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-02-20-14_116.csv,"[nan, nan, nan]",
30,30,835,835,2019-08-03 02:52:00.425000,False,True,194.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-02-54_266.csv,"[nan, nan, nan]",
31,31,836,836,2019-08-03 02:54:40.425000,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-02-57_267.csv,"[nan, nan, nan]",
32,32,851,851,2019-08-03 03:34:40.473000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-03-37_282.csv,"[nan, nan, nan]",
33,33,879,879,2019-08-03 04:49:20.537000,False,True,820.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-04-52_310.csv,"[nan, nan, nan]",
34,34,902,902,2019-08-03 05:50:40.601000,False,True,1887.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-05-53_333.csv,"[nan, nan, nan]",
35,35,1010,1010,2019-08-03 10:38:40.793000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-10-41_441.csv,"[nan, nan, nan]",
36,36,1012,1012,2019-08-03 10:44:00.793000,False,True,5441.0,True,3933.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-10-46_443.csv,"[nan, nan, nan]",
37,37,1045,1045,2019-08-03 12:12:00.857000,False,False,,True,4274.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-12-14_476.csv,"[nan, nan, nan]",
38,38,1056,1056,2019-08-03 12:41:20.857000,False,True,7447.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-12-44_487.csv,"[nan, nan, nan]",
39,39,1078,1078,2019-08-03 13:40:00.921000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-13-42_509.csv,"[nan, nan, nan]",
40,40,1089,1089,2019-08-03 14:09:20.937000,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-14-12_520.csv,"[nan, nan, nan]",
41,41,1290,1290,2019-08-03 23:05:21.433000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-03-23-08_721.csv,"[nan, nan, nan]",
42,42,1310,1310,2019-08-03 23:58:41.465000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-00-01_741.csv,"[nan, nan, nan]",
43,43,1329,1329,2019-08-04 00:49:21.529000,False,True,7373.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-00-52_760.csv,"[nan, nan, nan]",
44,44,1349,1349,2019-08-04 01:42:41.561000,False,False,,True,5478.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-01-45_780.csv,"[nan, nan, nan]",
45,45,1431,1431,2019-08-04 05:21:21.625000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-05-24_862.csv,"[nan, nan, nan]",
46,46,1436,1436,2019-08-04 05:34:41.625000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-05-37_867.csv,"[nan, nan, nan]",
47,47,1451,1451,2019-08-04 06:14:41.625000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-06-17_882.csv,"[nan, nan, nan]",
48,48,1467,1467,2019-08-04 06:57:21.641000,False,False,,True,9681.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-07-00_898.csv,"[nan, nan, nan]",
49,49,1471,1471,2019-08-04 07:08:01.641000,False,False,,True,4937.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-07-10_902.csv,"[nan, nan, nan]",
50,50,1474,1474,2019-08-04 07:16:01.657000,False,False,,True,4341.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-07-18_905.csv,"[nan, nan, nan]",
51,51,1486,1486,2019-08-04 07:48:01.673000,False,False,,True,3475.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-07-50_917.csv,"[nan, nan, nan]",
52,52,1494,1494,2019-08-04 08:09:21.689000,False,False,,True,6016.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-08-12_925.csv,"[nan, nan, nan]",
53,53,1540,1540,2019-08-04 10:12:01.753000,False,True,7743.0,True,5440.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-10-14_971.csv,"[nan, nan, nan]",
54,54,1541,1541,2019-08-04 10:14:41.753000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-10-17_972.csv,"[nan, nan, nan]",
55,55,1544,1544,2019-08-04 10:22:41.753000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-10-25_975.csv,"[nan, nan, nan]",
56,56,1549,1549,2019-08-04 10:36:01.753000,False,False,,True,4241.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-10-38_980.csv,"[nan, nan, nan]",
57,57,1557,1557,2019-08-04 10:57:21.785000,False,True,862.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-11-00_988.csv,"[nan, nan, nan]",
58,58,1562,1562,2019-08-04 11:10:41.785000,False,False,,True,2921.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-11-13_993.csv,"[nan, nan, nan]",
59,59,1563,1563,2019-08-04 11:13:21.785000,False,True,8358.0,True,50.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-11-16_994.csv,"[nan, nan, nan]",
60,60,1636,1636,2019-08-04 14:28:01.929000,False,False,,True,7198.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-14-30_1067.csv,"[nan, nan, nan]",
61,61,1661,1661,2019-08-04 15:34:41.929000,False,False,,True,2896.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-15-37_1092.csv,"[nan, nan, nan]",
62,62,1670,1670,2019-08-04 15:58:41.945000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-16-01_1101.csv,"[nan, nan, nan]",
63,63,1704,1704,2019-08-04 17:29:21.993000,False,True,9732.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-17-32_1135.csv,"[nan, nan, nan]",
64,64,1782,1782,2019-08-04 20:57:22.121000,False,True,1585.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-21-00_1213.csv,"[nan, nan, nan]",
65,65,1839,1839,2019-08-04 23:29:22.329000,False,True,1638.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-04-23-32_1270.csv,"[nan, nan, nan]",
66,66,1864,1864,2019-08-05 00:36:02.345000,False,True,9658.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-00-38_1295.csv,"[nan, nan, nan]",
67,67,1871,1871,2019-08-05 00:54:42.345000,False,False,,True,5639.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-00-57_1302.csv,"[nan, nan, nan]",
68,68,1917,1917,2019-08-05 02:57:22.361000,False,True,2926.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-03-00_1348.csv,"[nan, nan, nan]",
69,69,1950,1950,2019-08-05 04:25:22.441000,False,True,534.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-04-28_1381.csv,"[nan, nan, nan]",
70,70,1952,1952,2019-08-05 04:30:42.441000,False,False,,True,7531.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-04-33_1383.csv,"[nan, nan, nan]",
71,71,1982,1982,2019-08-05 05:50:42.505000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-05-53_1413.csv,"[nan, nan, nan]",
72,72,1983,1983,2019-08-05 05:53:22.505000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-05-56_1414.csv,"[nan, nan, nan]",
73,73,1984,1984,2019-08-05 05:56:02.505000,False,True,4777.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-05-58_1415.csv,"[nan, nan, nan]",
74,74,1987,1987,2019-08-05 06:04:02.521000,False,True,6323.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-06-06_1418.csv,"[nan, nan, nan]",
75,75,1989,1989,2019-08-05 06:09:22.521000,False,True,893.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-06-12_1420.csv,"[nan, nan, nan]",
76,76,2001,2001,2019-08-05 06:41:22.553000,False,True,965.0,True,967.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-06-44_1432.csv,"[nan, nan, nan]",
77,77,2002,2002,2019-08-05 06:44:02.553000,False,True,5403.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-06-46_1433.csv,"[nan, nan, nan]",
78,78,2007,2007,2019-08-05 06:57:22.569000,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-07-00_1438.csv,"[nan, nan, nan]",
79,79,2036,2036,2019-08-05 08:14:42.601000,False,True,1583.0,True,6796.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-08-17_1467.csv,"[nan, nan, nan]",
80,80,2058,2058,2019-08-05 09:13:22.617000,False,True,6846.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-09-16_1489.csv,"[nan, nan, nan]",
81,81,2075,2075,2019-08-05 09:58:42.649000,False,False,,True,2116.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-10-01_1506.csv,"[nan, nan, nan]",
82,82,2091,2091,2019-08-05 10:41:22.681000,False,False,,True,944.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-10-44_1522.csv,"[nan, nan, nan]",
83,83,2103,2103,2019-08-05 11:13:22.697000,False,True,7544.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-11-16_1534.csv,"[nan, nan, nan]",
84,84,2108,2108,2019-08-05 11:26:42.697000,False,False,,True,436.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-11-29_1539.csv,"[nan, nan, nan]",
85,85,2173,2173,2019-08-05 14:31:27.947000,False,False,,True,6127.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-14-34_10.csv,"[nan, nan, nan]",
86,86,2236,2236,2019-08-05 17:19:27.947000,False,False,,True,565.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-17-22_73.csv,"[nan, nan, nan]",
87,87,2237,2237,2019-08-05 17:22:07.947000,False,True,4120.0,True,3.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-17-24_74.csv,"[nan, nan, nan]",
88,88,2301,2301,2019-08-05 20:12:47.947000,False,True,24.0,True,6592.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-20-15_138.csv,"[nan, nan, nan]",
89,89,2363,2363,2019-08-05 22:58:07.947000,False,True,0.0,True,6628.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-05-23-00_200.csv,"[nan, nan, nan]",
90,90,2437,2437,2019-08-06 02:15:27.947000,False,False,,True,7137.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-02-18_274.csv,"[nan, nan, nan]",
91,91,2459,2459,2019-08-06 03:14:07.947000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-03-16_296.csv,"[nan, nan, nan]",
92,92,2460,2460,2019-08-06 03:16:47.947000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-03-19_297.csv,"[nan, nan, nan]",
93,93,2527,2527,2019-08-06 06:18:07.947000,False,False,,True,1310.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-06-20_365.csv,"[nan, nan, nan]",
94,94,2539,2539,2019-08-06 06:50:07.947000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-06-52_377.csv,"[nan, nan, nan]",
95,95,2557,2557,2019-08-06 07:38:07.947000,False,False,,True,1.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-07-40_395.csv,"[nan, nan, nan]",
96,96,2559,2559,2019-08-06 07:43:27.947000,False,True,7372.0,True,6170.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-07-46_397.csv,"[nan, nan, nan]",
97,97,2576,2576,2019-08-06 08:28:47.947000,False,True,2532.0,True,355.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-08-31_414.csv,"[nan, nan, nan]",
98,98,2616,2616,2019-08-06 10:15:27.947000,False,True,5190.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-10-18_454.csv,"[nan, nan, nan]",
99,99,2629,2629,2019-08-06 10:50:07.947000,False,True,1.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-10-52_467.csv,"[nan, nan, nan]",
100,100,2657,2657,2019-08-06 12:06:08.682000,False,False,,True,1.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-12-08_1.csv,"[nan, nan, nan]",
101,101,2676,2676,2019-08-06 12:58:26.038000,False,False,,True,1.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-13-01_1.csv,"[nan, nan, nan]",
102,102,2712,2712,2019-08-06 14:34:26.036000,False,True,2092.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-14-37_37.csv,"[nan, nan, nan]",
103,103,2741,2741,2019-08-06 15:51:46.036000,False,False,,True,1494.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-15-54_66.csv,"[nan, nan, nan]",
104,104,2769,2769,2019-08-06 17:06:26.036000,False,False,,True,687.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-17-09_94.csv,"[nan, nan, nan]",
105,105,2779,2779,2019-08-06 17:33:06.036000,False,True,1077.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-17-35_104.csv,"[nan, nan, nan]",
106,106,2809,2809,2019-08-06 18:53:06.036000,False,True,3.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-18-55_134.csv,"[nan, nan, nan]",
107,107,2814,2814,2019-08-06 19:06:26.036000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-19-09_139.csv,"[nan, nan, nan]",
108,108,2871,2871,2019-08-06 21:38:26.036000,False,False,,True,3620.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-21-41_196.csv,"[nan, nan, nan]",
109,109,2882,2882,2019-08-06 22:07:46.036000,False,False,,True,50.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-22-10_207.csv,"[nan, nan, nan]",
110,110,2914,2914,2019-08-06 23:33:06.036000,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-06-23-35_239.csv,"[nan, nan, nan]",
111,111,2942,2942,2019-08-07 00:47:46.036000,False,True,2489.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-00-50_267.csv,"[nan, nan, nan]",
112,112,2949,2949,2019-08-07 01:06:26.036000,False,True,2362.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-01-09_274.csv,"[nan, nan, nan]",
113,113,2951,2951,2019-08-07 01:11:46.036000,False,True,4251.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-01-14_276.csv,"[nan, nan, nan]",
114,114,2959,2959,2019-08-07 01:33:06.036000,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-01-35_284.csv,"[nan, nan, nan]",
115,115,2985,2985,2019-08-07 02:42:26.036000,False,False,,True,1346.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-02-45_310.csv,"[nan, nan, nan]",
116,116,2995,2995,2019-08-07 03:09:06.036000,False,True,2.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-03-11_320.csv,"[nan, nan, nan]",
117,117,3034,3034,2019-08-07 04:53:06.036000,False,True,7898.0,True,6.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-04-55_359.csv,"[nan, nan, nan]",
118,118,3040,3040,2019-08-07 05:09:06.036000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-05-11_365.csv,"[nan, nan, nan]",
119,119,3056,3056,2019-08-07 05:51:46.036000,False,False,,True,2060.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-05-54_381.csv,"[nan, nan, nan]",
120,120,3059,3059,2019-08-07 05:59:46.036000,False,False,,True,155.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-06-02_384.csv,"[nan, nan, nan]",
121,121,3070,3070,2019-08-07 06:29:06.036000,False,False,,True,2169.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-06-31_395.csv,"[nan, nan, nan]",
122,122,3082,3082,2019-08-07 07:01:06.036000,False,True,1137.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-07-03_407.csv,"[nan, nan, nan]",
123,123,3103,3103,2019-08-07 07:57:06.036000,False,True,3813.0,True,6974.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-07-59_428.csv,"[nan, nan, nan]",
124,124,3104,3104,2019-08-07 07:59:46.036000,False,False,,True,2274.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-08-02_429.csv,"[nan, nan, nan]",
125,125,3115,3115,2019-08-07 08:29:06.036000,False,True,941.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-08-31_440.csv,"[nan, nan, nan]",
126,126,3217,3217,2019-08-07 13:01:06.036000,False,False,,True,3076.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-13-03_542.csv,"[nan, nan, nan]",
127,127,3231,3231,2019-08-07 13:38:26.036000,False,False,,True,1371.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-13-41_556.csv,"[nan, nan, nan]",
128,128,3245,3245,2019-08-07 14:18:04.176000,False,False,,True,1.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-14-20_1.csv,"[nan, nan, nan]",
129,129,3316,3316,2019-08-07 17:27:24.172000,False,True,1015.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-17-30_72.csv,"[nan, nan, nan]",
130,130,3348,3348,2019-08-07 18:52:44.172000,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-07-18-55_104.csv,"[nan, nan, nan]",
131,131,3594,3594,2019-08-08 05:48:44.172000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-05-51_350.csv,"[nan, nan, nan]",
132,132,3626,3626,2019-08-08 07:14:04.172000,False,True,340.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-07-16_382.csv,"[nan, nan, nan]",
133,133,3634,3634,2019-08-08 07:35:24.172000,False,True,552.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-07-38_390.csv,"[nan, nan, nan]",
134,134,3640,3640,2019-08-08 07:51:24.172000,False,False,,True,284.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-07-54_396.csv,"[nan, nan, nan]",
135,135,3660,3660,2019-08-08 08:44:44.172000,False,True,8362.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-08-47_416.csv,"[nan, nan, nan]",
136,136,3729,3729,2019-08-08 11:48:44.172000,False,False,,True,4258.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-11-51_485.csv,"[nan, nan, nan]",
137,137,3783,3783,2019-08-08 14:12:44.172000,False,True,9286.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-14-15_539.csv,"[nan, nan, nan]",
138,138,3918,3918,2019-08-08 20:12:44.172000,False,False,,True,626.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-20-15_674.csv,"[nan, nan, nan]",
139,139,3929,3929,2019-08-08 20:42:04.172000,False,True,139.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-20-44_685.csv,"[nan, nan, nan]",
140,140,3933,3933,2019-08-08 20:52:44.172000,False,True,4.0,True,882.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-20-55_689.csv,"[nan, nan, nan]",
141,141,3945,3945,2019-08-08 21:24:44.172000,False,False,,True,302.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-08-21-27_701.csv,"[nan, nan, nan]",
142,142,4016,4016,2019-08-09 00:34:04.172000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-09-00-36_772.csv,"[nan, nan, nan]",
143,143,4029,4029,2019-08-09 01:08:44.172000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-09-01-11_785.csv,"[nan, nan, nan]",
144,144,4056,4056,2019-08-09 02:20:44.172000,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-09-02-23_812.csv,"[nan, nan, nan]",
145,145,4101,4101,2019-08-09 04:20:44.172000,False,True,6841.0,True,620.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-09-04-23_857.csv,"[nan, nan, nan]",
146,146,4125,4125,2019-08-09 05:24:44.172000,False,False,,True,192.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-09-05-27_881.csv,"[nan, nan, nan]",
147,147,4181,4181,2019-08-09 07:54:04.172000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-09-07-56_937.csv,"[nan, nan, nan]",
148,148,4207,4207,2019-08-09 09:03:24.172000,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-09-09-06_963.csv,"[nan, nan, nan]",
