,49640,2019-12-30 07:38:25.467000,False,False.1,nan,False.2,nan.1,False.3,None,G:/My Drive/PGE Frequency Response/Archive/2019-12-30-07-43_16378.csv,"[nan, nan, nan]",Event Check
3840,53481,2020-01-12 03:53:14.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-03-58_787.csv,"[nan, nan, nan]",
3841,53482,2020-01-12 03:58:02.775000,False,True,478.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-02_788.csv,"[nan, nan, nan]",
3842,53483,2020-01-12 04:02:50.775000,False,True,194.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-07_789.csv,"[nan, nan, nan]",
3843,53484,2020-01-12 04:07:38.775000,False,True,10696.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-12_790.csv,"[nan, nan, nan]",
3844,53485,2020-01-12 04:12:26.775000,False,False,,True,16981.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-17_791.csv,"[nan, nan, nan]",
3845,53486,2020-01-12 04:17:14.775000,False,False,,True,0.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-22_792.csv,"[nan, nan, nan]",
3846,53487,2020-01-12 04:22:02.775000,False,False,,True,1953.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-26_793.csv,"[nan, nan, nan]",
3847,53488,2020-01-12 04:26:50.775000,False,True,5637.0,True,17361.0,True,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-31_794.csv,"[nan, nan, nan]",
3848,53489,2020-01-12 04:31:38.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-36_795.csv,"[nan, nan, nan]",
3849,53490,2020-01-12 04:36:26.775000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-41_796.csv,"[nan, nan, nan]",
3850,53491,2020-01-12 04:41:14.775000,False,False,,True,12219.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-46_797.csv,"[nan, nan, nan]",
3851,53492,2020-01-12 04:46:02.775000,False,False,,True,354.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-50_798.csv,"[nan, nan, nan]",
3852,53493,2020-01-12 04:50:50.775000,False,False,,True,17287.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-04-55_799.csv,"[nan, nan, nan]",
3853,53494,2020-01-12 04:55:38.775000,False,False,,True,8287.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-00_800.csv,"[nan, nan, nan]",
3854,53495,2020-01-12 05:00:26.775000,False,False,,True,8643.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-05_801.csv,"[nan, nan, nan]",
3855,53496,2020-01-12 05:05:14.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-10_802.csv,"[nan, nan, nan]",
3856,53497,2020-01-12 05:10:02.775000,False,False,,True,11886.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-14_803.csv,"[nan, nan, nan]",
3857,53498,2020-01-12 05:14:50.775000,False,False,,True,342.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-19_804.csv,"[nan, nan, nan]",
3858,53499,2020-01-12 05:19:38.775000,False,False,,True,1925.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-24_805.csv,"[nan, nan, nan]",
3859,53500,2020-01-12 05:24:26.775000,False,False,,True,5512.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-29_806.csv,"[nan, nan, nan]",
3860,53501,2020-01-12 05:29:14.775000,False,False,,True,6600.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-34_807.csv,"[nan, nan, nan]",
3861,53502,2020-01-12 05:34:02.775000,False,False,,True,0.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-38_808.csv,"[nan, nan, nan]",
3862,53503,2020-01-12 05:38:50.775000,False,False,,True,764.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-43_809.csv,"[nan, nan, nan]",
3863,53504,2020-01-12 05:43:38.775000,False,False,,True,301.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-48_810.csv,"[nan, nan, nan]",
3864,53505,2020-01-12 05:48:26.775000,False,False,,True,11328.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-53_811.csv,"[nan, nan, nan]",
3865,53506,2020-01-12 05:53:14.775000,False,True,13109.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-05-58_812.csv,"[nan, nan, nan]",
3866,53507,2020-01-12 05:58:02.775000,False,True,6921.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-02_813.csv,"[nan, nan, nan]",
3867,53508,2020-01-12 06:02:50.775000,False,True,2519.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-07_814.csv,"[nan, nan, nan]",
3868,53509,2020-01-12 06:07:38.775000,False,True,12650.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-12_815.csv,"[nan, nan, nan]",
3869,53510,2020-01-12 06:12:26.775000,False,False,,True,11260.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-17_816.csv,"[nan, nan, nan]",
3870,53511,2020-01-12 06:17:14.775000,False,False,,True,9320.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-22_817.csv,"[nan, nan, nan]",
3871,53512,2020-01-12 06:22:02.775000,False,False,,True,5863.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-26_818.csv,"[nan, nan, nan]",
3872,53513,2020-01-12 06:26:50.775000,False,False,,True,1336.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-31_819.csv,"[nan, nan, nan]",
3873,53514,2020-01-12 06:31:38.775000,False,True,5853.0,True,5855.0,True,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-36_820.csv,"[nan, nan, nan]",
3874,53515,2020-01-12 06:36:26.775000,False,False,,True,5227.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-41_821.csv,"[nan, nan, nan]",
3875,53516,2020-01-12 06:41:14.775000,False,False,,True,0.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-46_822.csv,"[nan, nan, nan]",
3876,53517,2020-01-12 06:46:02.775000,False,False,,True,0.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-50_823.csv,"[nan, nan, nan]",
3877,53518,2020-01-12 06:50:50.775000,False,False,,True,3093.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-06-55_824.csv,"[nan, nan, nan]",
3878,53519,2020-01-12 06:55:38.775000,False,False,,True,6976.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-00_825.csv,"[nan, nan, nan]",
3879,53520,2020-01-12 07:00:26.775000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-05_826.csv,"[nan, nan, nan]",
3880,53521,2020-01-12 07:05:14.775000,False,True,3145.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-10_827.csv,"[nan, nan, nan]",
3881,53522,2020-01-12 07:10:02.775000,False,False,,True,10426.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-14_828.csv,"[nan, nan, nan]",
3882,53523,2020-01-12 07:14:50.775000,False,False,,True,177.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-19_829.csv,"[nan, nan, nan]",
3883,53524,2020-01-12 07:19:38.775000,False,False,,True,0.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-24_830.csv,"[nan, nan, nan]",
3884,53525,2020-01-12 07:24:26.775000,False,False,,True,6716.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-29_831.csv,"[nan, nan, nan]",
3885,53526,2020-01-12 07:29:14.775000,False,False,,True,4487.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-34_832.csv,"[nan, nan, nan]",
3886,53527,2020-01-12 07:34:02.775000,False,False,,True,0.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-38_833.csv,"[nan, nan, nan]",
3887,53528,2020-01-12 07:38:50.775000,False,False,,True,2849.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-43_834.csv,"[nan, nan, nan]",
3888,53529,2020-01-12 07:43:38.775000,False,False,,True,13247.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-48_835.csv,"[nan, nan, nan]",
3889,53530,2020-01-12 07:48:26.775000,False,False,,True,6126.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-53_836.csv,"[nan, nan, nan]",
3890,53531,2020-01-12 07:53:14.775000,False,False,,True,13.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-07-58_837.csv,"[nan, nan, nan]",
3891,53532,2020-01-12 07:58:02.775000,False,False,,True,2896.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-02_838.csv,"[nan, nan, nan]",
3892,53533,2020-01-12 08:02:50.775000,False,False,,True,0.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-07_839.csv,"[nan, nan, nan]",
3893,53534,2020-01-12 08:07:38.775000,False,False,,True,2404.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-12_840.csv,"[nan, nan, nan]",
3894,53535,2020-01-12 08:12:26.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-17_841.csv,"[nan, nan, nan]",
3895,53536,2020-01-12 08:17:14.775000,False,True,13128.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-22_842.csv,"[nan, nan, nan]",
3896,53537,2020-01-12 08:22:02.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-26_843.csv,"[nan, nan, nan]",
3897,53538,2020-01-12 08:26:50.775000,False,False,,True,2242.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-31_844.csv,"[nan, nan, nan]",
3898,53539,2020-01-12 08:31:38.775000,False,True,16434.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-36_845.csv,"[nan, nan, nan]",
3899,53540,2020-01-12 08:36:26.775000,False,True,5727.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-41_846.csv,"[nan, nan, nan]",
3900,53541,2020-01-12 08:41:14.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-46_847.csv,"[nan, nan, nan]",
3901,53542,2020-01-12 08:46:02.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-50_848.csv,"[nan, nan, nan]",
3902,53543,2020-01-12 08:50:50.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-08-55_849.csv,"[nan, nan, nan]",
3903,53544,2020-01-12 08:55:38.775000,False,False,,True,13020.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-00_850.csv,"[nan, nan, nan]",
3904,53545,2020-01-12 09:00:26.775000,False,True,3599.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-05_851.csv,"[nan, nan, nan]",
3905,53546,2020-01-12 09:05:14.775000,False,True,6342.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-10_852.csv,"[nan, nan, nan]",
3906,53547,2020-01-12 09:10:02.775000,False,True,1567.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-14_853.csv,"[nan, nan, nan]",
3907,53548,2020-01-12 09:14:50.775000,False,False,,True,3192.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-19_854.csv,"[nan, nan, nan]",
3908,53549,2020-01-12 09:19:38.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-24_855.csv,"[nan, nan, nan]",
3909,53550,2020-01-12 09:24:26.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-29_856.csv,"[nan, nan, nan]",
3910,53551,2020-01-12 09:29:14.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-34_857.csv,"[nan, nan, nan]",
3911,53552,2020-01-12 09:34:02.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-38_858.csv,"[nan, nan, nan]",
3912,53553,2020-01-12 09:38:50.775000,False,True,2813.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-43_859.csv,"[nan, nan, nan]",
3913,53554,2020-01-12 09:43:38.775000,False,False,,True,397.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-48_860.csv,"[nan, nan, nan]",
3914,53555,2020-01-12 09:48:26.775000,False,False,,True,9632.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-53_861.csv,"[nan, nan, nan]",
3915,53556,2020-01-12 09:53:14.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-09-58_862.csv,"[nan, nan, nan]",
3916,53557,2020-01-12 09:58:02.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-02_863.csv,"[nan, nan, nan]",
3917,53558,2020-01-12 10:02:50.775000,False,True,16647.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-07_864.csv,"[nan, nan, nan]",
3918,53559,2020-01-12 10:07:38.775000,False,True,13712.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-12_865.csv,"[nan, nan, nan]",
3919,53560,2020-01-12 10:12:26.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-17_866.csv,"[nan, nan, nan]",
3920,53561,2020-01-12 10:17:14.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-22_867.csv,"[nan, nan, nan]",
3921,53562,2020-01-12 10:22:02.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-26_868.csv,"[nan, nan, nan]",
3922,53563,2020-01-12 10:26:50.775000,False,True,5188.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-31_869.csv,"[nan, nan, nan]",
3923,53564,2020-01-12 10:31:38.775000,False,True,0.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-36_870.csv,"[nan, nan, nan]",
3924,53565,2020-01-12 10:36:26.775000,False,False,,True,1542.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-41_871.csv,"[nan, nan, nan]",
3925,53566,2020-01-12 10:41:14.775000,False,True,408.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-46_872.csv,"[nan, nan, nan]",
3926,53567,2020-01-12 10:46:02.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-50_873.csv,"[nan, nan, nan]",
3927,53568,2020-01-12 10:50:50.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-10-55_874.csv,"[nan, nan, nan]",
3928,53569,2020-01-12 10:55:38.775000,False,False,,True,5918.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-00_875.csv,"[nan, nan, nan]",
3929,53570,2020-01-12 11:00:26.775000,False,False,,True,324.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-05_876.csv,"[nan, nan, nan]",
3930,53571,2020-01-12 11:05:14.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-10_877.csv,"[nan, nan, nan]",
3931,53572,2020-01-12 11:10:02.775000,False,False,,True,12682.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-14_878.csv,"[nan, nan, nan]",
3932,53573,2020-01-12 11:14:50.775000,False,False,,True,10681.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-19_879.csv,"[nan, nan, nan]",
3933,53574,2020-01-12 11:19:38.775000,False,False,,True,4125.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-24_880.csv,"[nan, nan, nan]",
3934,53575,2020-01-12 11:24:26.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-29_881.csv,"[nan, nan, nan]",
3935,53576,2020-01-12 11:29:14.775000,False,True,6345.0,True,6347.0,True,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-34_882.csv,"[nan, nan, nan]",
3936,53577,2020-01-12 11:34:02.775000,False,True,7226.0,True,14391.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-38_883.csv,"[nan, nan, nan]",
3937,53578,2020-01-12 11:38:50.775000,False,True,4017.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-43_884.csv,"[nan, nan, nan]",
3938,53579,2020-01-12 11:43:38.775000,False,True,1790.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-48_885.csv,"[nan, nan, nan]",
3939,53580,2020-01-12 11:48:26.775000,False,True,0.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-53_886.csv,"[nan, nan, nan]",
3940,53581,2020-01-12 11:53:14.775000,False,True,7446.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-11-58_887.csv,"[nan, nan, nan]",
3941,53582,2020-01-12 11:58:02.775000,False,True,46.0,True,13037.0,True,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-02_888.csv,"[nan, nan, nan]",
3942,53583,2020-01-12 12:02:50.775000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-07_889.csv,"[nan, nan, nan]",
3943,53584,2020-01-12 12:07:38.775000,False,False,,True,249.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-12_890.csv,"[nan, nan, nan]",
3944,53585,2020-01-12 12:12:26.775000,False,False,,True,2270.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-17_891.csv,"[nan, nan, nan]",
3945,53586,2020-01-12 12:17:14.775000,False,True,8945.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-22_892.csv,"[nan, nan, nan]",
3946,53587,2020-01-12 12:22:02.775000,False,True,0.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-26_893.csv,"[nan, nan, nan]",
3947,53588,2020-01-12 12:26:50.775000,False,True,4028.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-31_894.csv,"[nan, nan, nan]",
3948,53589,2020-01-12 12:31:38.775000,False,True,8898.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-36_895.csv,"[nan, nan, nan]",
3949,53590,2020-01-12 12:36:26.775000,False,True,16481.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-41_896.csv,"[nan, nan, nan]",
3950,53591,2020-01-12 12:41:14.775000,False,True,3616.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-46_897.csv,"[nan, nan, nan]",
3951,53592,2020-01-12 12:46:02.775000,False,True,8076.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-50_898.csv,"[nan, nan, nan]",
3952,53593,2020-01-12 12:50:50.775000,False,True,0.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-12-55_899.csv,"[nan, nan, nan]",
3953,53594,2020-01-12 12:55:38.775000,False,True,0.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-00_900.csv,"[nan, nan, nan]",
3954,53595,2020-01-12 13:00:26.775000,False,True,5065.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-05_901.csv,"[nan, nan, nan]",
3955,53596,2020-01-12 13:05:14.775000,False,False,,True,11400.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-10_902.csv,"[nan, nan, nan]",
3956,53597,2020-01-12 13:10:02.775000,False,False,,True,0.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-14_903.csv,"[nan, nan, nan]",
3957,53598,2020-01-12 13:14:50.775000,False,True,10977.0,True,0.0,True,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-19_904.csv,"[nan, nan, nan]",
3958,53599,2020-01-12 13:19:38.775000,False,True,3831.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-24_905.csv,"[nan, nan, nan]",
3959,53600,2020-01-12 13:24:26.775000,False,True,0.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-29_906.csv,"[nan, nan, nan]",
3960,53601,2020-01-12 13:29:14.775000,False,True,2332.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-34_907.csv,"[nan, nan, nan]",
3961,53602,2020-01-12 13:34:02.775000,False,False,,True,11551.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-38_908.csv,"[nan, nan, nan]",
3962,53603,2020-01-12 13:38:50.775000,False,False,,True,0.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-43_909.csv,"[nan, nan, nan]",
3963,53604,2020-01-12 13:43:38.775000,False,False,,True,32.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-48_910.csv,"[nan, nan, nan]",
3964,53605,2020-01-12 13:48:26.775000,False,False,,True,2182.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-53_911.csv,"[nan, nan, nan]",
3965,53606,2020-01-12 13:53:14.775000,False,True,9219.0,True,9214.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-13-58_912.csv,"[nan, nan, nan]",
3966,53607,2020-01-12 13:58:02.775000,False,True,5370.0,True,981.0,True,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-02_913.csv,"[nan, nan, nan]",
3967,53608,2020-01-12 14:02:50.775000,False,True,2985.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-07_914.csv,"[nan, nan, nan]",
3968,53609,2020-01-12 14:07:38.775000,False,False,,True,10812.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-12_915.csv,"[nan, nan, nan]",
3969,53610,2020-01-12 14:12:26.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-17_916.csv,"[nan, nan, nan]",
3970,53611,2020-01-12 14:17:14.775000,False,False,,True,8697.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-22_917.csv,"[nan, nan, nan]",
3971,53612,2020-01-12 14:22:02.775000,False,False,,True,13027.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-26_918.csv,"[nan, nan, nan]",
3972,53613,2020-01-12 14:26:50.775000,False,True,4517.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-31_919.csv,"[nan, nan, nan]",
3973,53614,2020-01-12 14:31:38.775000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-36_920.csv,"[nan, nan, nan]",
3974,53615,2020-01-12 14:36:26.775000,False,True,1860.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-41_921.csv,"[nan, nan, nan]",
3975,53616,2020-01-12 14:41:14.775000,False,True,2833.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-46_922.csv,"[nan, nan, nan]",
3976,53617,2020-01-12 14:46:02.775000,False,False,,True,9424.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-50_923.csv,"[nan, nan, nan]",
3977,53618,2020-01-12 14:50:50.775000,False,False,,True,8599.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-14-55_924.csv,"[nan, nan, nan]",
3978,53619,2020-01-12 14:55:38.775000,False,True,14478.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-00_925.csv,"[nan, nan, nan]",
3979,53620,2020-01-12 15:00:26.775000,False,True,6909.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-05_926.csv,"[nan, nan, nan]",
3980,53621,2020-01-12 15:05:14.775000,False,False,,True,8552.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-10_927.csv,"[nan, nan, nan]",
3981,53622,2020-01-12 15:10:02.775000,False,False,,True,13627.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-14_928.csv,"[nan, nan, nan]",
3982,53623,2020-01-12 15:14:50.775000,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-19_929.csv,"[nan, nan, nan]",
3983,53624,2020-01-12 15:19:38.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-24_930.csv,"[nan, nan, nan]",
3984,53625,2020-01-12 15:24:26.775000,False,True,13674.0,True,4726.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-29_931.csv,"[nan, nan, nan]",
3985,53626,2020-01-12 15:29:14.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-34_932.csv,"[nan, nan, nan]",
3986,53627,2020-01-12 15:34:02.775000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-38_933.csv,"[nan, nan, nan]",
3987,53628,2020-01-12 15:38:50.775000,False,False,,True,5244.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-43_934.csv,"[nan, nan, nan]",
3988,53629,2020-01-12 15:43:38.775000,False,False,,True,665.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-48_935.csv,"[nan, nan, nan]",
3989,53630,2020-01-12 15:48:26.775000,False,False,,True,1423.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-53_936.csv,"[nan, nan, nan]",
3990,53631,2020-01-12 15:53:14.775000,False,False,,True,3308.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-15-58_937.csv,"[nan, nan, nan]",
3991,53632,2020-01-12 15:58:02.775000,False,False,,True,12722.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-16-02_938.csv,"[nan, nan, nan]",
3992,53633,2020-01-12 16:02:50.775000,False,False,,True,2368.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-16-07_939.csv,"[nan, nan, nan]",
3993,53634,2020-01-12 16:07:38.775000,False,False,,True,30.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-16-12_940.csv,"[nan, nan, nan]",
3994,53635,2020-01-12 16:12:26.775000,False,False,,True,2609.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-01-12-16-17_941.csv,"[nan, nan, nan]",
